ID,score,Y
corp_2001356,0.06899638356946634,0
corp_2001917,0.39486307676966365,0
corp_2010278,0.6762773280154009,1
corp_2003314,0.6748055616787735,1
corp_2017811,0.32475329406616976,0
corp_2019543,0.06664569920014206,0
corp_2002997,0.07051207618622456,0
corp_2004637,0.06619302348469054,0
corp_2015677,0.07429789154820447,0
corp_2006518,0.06981975703018732,0
corp_2017100,0.07317499602679944,0
corp_2012092,0.07533357276719073,0
corp_2015594,0.37775629054348264,0
corp_2002926,0.07635609104158599,0
corp_2008975,0.4086477453912012,1
corp_2005777,0.07281367904116513,0
corp_2001514,0.07616019642519536,0
corp_2015306,0.056856157232064906,0
corp_2013626,0.06444177499489163,0
corp_2014264,0.06987755026438237,0
corp_2004399,0.0647514391101027,0
corp_2011223,0.06839281748721622,0
corp_2008684,0.07304858993626702,0
corp_2016674,0.6622480808549244,1
corp_2005841,0.09447927600920457,0
corp_2019113,0.06198763135409408,0
corp_2002034,0.388185084511929,0
corp_2018367,0.06647598773402787,0
corp_2008106,0.07054530498995286,0
corp_2014357,0.4034909773930019,1
corp_2008067,0.06753564091073691,0
corp_2004285,0.06888412632479501,0
corp_2014534,0.07523285133135725,0
corp_2009810,0.0657442261777746,0
corp_2000132,0.06778806086883102,0
corp_2000697,0.06789002507830891,0
corp_2000630,0.06828128260804432,0
corp_2010240,0.6607271331595775,1
corp_2007116,0.06684379486399966,0
corp_2011008,0.06914146678609119,0
corp_2003146,0.41355433020624455,1
corp_2003203,0.06720407938116629,0
corp_2019721,0.0655562785528583,0
corp_2018308,0.06378857663418462,0
corp_2001823,0.3532612674691903,0
corp_2004974,0.07027225474398453,0
corp_2015715,0.6850470088218111,1
corp_2012063,0.3994502957194337,0
corp_2003741,0.07070899066904468,0
corp_2015605,0.40269008519551996,1
corp_2009419,0.06472592361854726,0
corp_2019267,0.19050708323675655,0
corp_2002024,0.8717928277951833,1
corp_2015159,0.06779979524609056,0
corp_2015502,0.07387170062137233,0
corp_2014818,0.07160478130191644,0
corp_2007901,0.4003287909221902,1
corp_2007719,0.06549000059839258,0
corp_2008014,0.06703888191674826,0
corp_2011809,0.6684482379012956,1
corp_2017541,0.0676505813549953,0
corp_2003353,0.06836126271304367,0
corp_2013263,0.06532598022607211,0
corp_2009463,0.06498339056457691,0
corp_2005763,0.06256014170490906,0
corp_2015463,0.3974164108376307,0
corp_2000416,0.06853193722980092,0
corp_2015101,0.0669368944135041,0
corp_2014153,0.40016489065392225,1
corp_2007864,0.06573521654164678,0
corp_2001178,0.6806199650433088,1
corp_2002978,0.6520112720076285,1
corp_2013632,0.06704741974990956,0
corp_2015726,0.4079933851612553,1
corp_2007974,0.3510038710950207,0
corp_2014433,0.6603256348382469,1
corp_2009256,0.07392088241515207,0
corp_2005865,0.06323045149555359,0
corp_2009917,0.3851462435240645,0
corp_2009112,0.07616476449333516,0
corp_2009784,0.15573000076704327,0
corp_2001208,0.06599537204468696,0
corp_2015010,0.06755861377067696,0
corp_2005961,0.06897655906510643,0
corp_2003574,0.6324897649802933,1
corp_2005087,0.077439559382565,0
corp_2015964,0.07183296579201655,0
corp_2006491,0.06048949157369029,0
corp_2004063,0.07275801707666152,0
corp_2006463,0.18458980575194042,0
corp_2019204,0.0639065891276793,0
corp_2013030,0.06794032761785926,0
corp_2000740,0.06747100548689042,0
corp_2008350,0.40354883253778806,1
corp_2019572,0.07232546330037366,0
corp_2005082,0.07489319917974745,0
corp_2013566,0.6621335513070244,1
corp_2007028,0.4109016240613807,1
corp_2000330,0.06699449832914585,0
corp_2009496,0.06654365468454868,0
corp_2000801,0.07082619188962186,0
corp_2005912,0.0660724682781045,0
corp_2017171,0.06595964534145828,0
corp_2010763,0.058959211956482085,0
corp_2013718,0.06497091342073932,0
corp_2019663,0.06605250201189652,0
corp_2011402,0.06362793403239937,0
corp_2001672,0.16967969450938672,0
corp_2011895,0.41789572533102487,1
corp_2013713,0.07033435512633333,0
corp_2010625,0.41947233614587215,1
corp_2018798,0.1873753474656701,0
corp_2012024,0.40822468839178105,1
corp_2006678,0.06951306289184665,0
corp_2015000,0.0676227305766016,0
corp_2019028,0.06261734508059845,0
corp_2009253,0.06628996758225411,0
corp_2003991,0.4405096701155122,1
corp_2004498,0.06834502102275877,0
corp_2009570,0.06792846129361081,0
corp_2011904,0.37094308167947104,0
corp_2011955,0.3859631104923348,0
corp_2002268,0.0694628642545868,0
corp_2010301,0.070611403054399,0
corp_2016089,0.177573311974057,0
corp_2011595,0.06943364634539628,0
corp_2005102,0.4133315510973473,1
corp_2003637,0.0688017372884069,0
corp_2002757,0.062177121941793784,0
corp_2002071,0.8538245731334325,1
corp_2018218,0.16435430765860076,0
corp_2013065,0.061351483398893465,0
corp_2006250,0.07441673702241479,0
corp_2016714,0.06259175014165395,0
corp_2006498,0.06917233251746029,0
corp_2006226,0.06197415567700393,0
corp_2018726,0.626239214605182,1
corp_2008099,0.0699724293672122,0
corp_2007631,0.06895790221136396,0
corp_2017409,0.4111652271166329,1
corp_2001349,0.38653295937225174,0
corp_2007337,0.40547811028687064,1
corp_2016853,0.0714502764452547,0
corp_2013624,0.06706124109152317,0
corp_2007165,0.6554615798175218,1
corp_2018744,0.06862540574353058,0
corp_2002598,0.07773804019319148,0
corp_2002742,0.06299856249009353,0
corp_2005588,0.39758028382382443,0
corp_2006493,0.0700182936969571,0
corp_2005442,0.07413046938111217,0
corp_2004317,0.06248140889277621,0
corp_2003957,0.06540816203076429,0
corp_2008763,0.07012358536371122,0
corp_2002298,0.06756333918291417,0
corp_2011074,0.06397682957427304,0
corp_2004770,0.06896955407707324,0
corp_2006467,0.40243240546793535,1
corp_2001588,0.06535865430209717,0
corp_2002356,0.39578781469661095,0
corp_2006648,0.06533390236014844,0
corp_2006302,0.07471587720121005,0
corp_2009675,0.06845653962234857,0
corp_2002426,0.4063295406030076,1
corp_2019409,0.06649597752431012,0
corp_2016449,0.07183863039162218,0
corp_2017790,0.0693343436554304,0
corp_2004236,0.0668423980734692,0
corp_2007089,0.06967836948404903,0
corp_2018781,0.063213949559842,0
corp_2008654,0.06284314934324779,0
corp_2015378,0.07116888997723024,0
corp_2007232,0.06516916172547539,0
corp_2019523,0.06789488651573213,0
corp_2000992,0.07269812612446981,0
corp_2003661,0.07441465923574378,0
corp_2009234,0.38613902773118713,0
corp_2014691,0.4011887870968659,1
corp_2019017,0.0695379659264575,0
corp_2012909,0.07281597715916509,0
corp_2008759,0.40019946531212053,1
corp_2011966,0.0721058227431035,0
corp_2006757,0.36372597883512464,0
corp_2012808,0.39645322803720323,0
corp_2018048,0.061294739063192126,0
corp_2014642,0.06841464552527665,0
corp_2009897,0.0654782090583246,0
corp_2014874,0.3874246463086852,0
corp_2018377,0.0673249080845266,0
corp_2018546,0.06780122500431982,0
corp_2015234,0.07354053985670067,0
corp_2008572,0.07222571622644834,0
corp_2011978,0.06908156798492594,0
corp_2010635,0.4119948621172921,1
corp_2004181,0.06711873218342454,0
corp_2017430,0.18573308248709713,0
corp_2011111,0.07147174008793974,0
corp_2008943,0.05692943320250844,0
corp_2013683,0.06590846664153319,0
corp_2018606,0.06738665702315261,0
corp_2007658,0.07067192848390927,0
corp_2008715,0.06755652737763035,0
corp_2001688,0.1757769723594257,0
corp_2012460,0.06695144419233988,0
corp_2019898,0.6768547336761866,1
corp_2018986,0.06492728711307694,0
corp_2014724,0.06961667827668934,0
corp_2002936,0.40445654688502464,1
corp_2016778,0.06494294074496773,0
corp_2007598,0.686118325233317,1
corp_2007757,0.07028170986775047,0
corp_2015498,0.06853282835493191,0
corp_2007308,0.6687498966570674,1
corp_2007585,0.06352856019516624,0
corp_2009275,0.8700576186644727,1
corp_2010822,0.055943179962477364,0
corp_2006511,0.3619914404820816,0
corp_2019304,0.06994326156389521,0
corp_2019547,0.6820798082272702,1
corp_2010968,0.6692736666347,1
corp_2003441,0.07031557249497153,0
corp_2009759,0.07010254565986072,0
corp_2002312,0.0683313094898155,0
corp_2009776,0.06876368561676037,0
corp_2019497,0.3749457485194073,0
corp_2016478,0.07309456421581138,0
corp_2017071,0.06907037656274845,0
corp_2002019,0.06863687775228688,0
corp_2019272,0.06610187975564752,0
corp_2012704,0.06785974884994411,0
corp_2013379,0.40211596741891437,1
corp_2017241,0.07135953256284046,0
corp_2002747,0.06872385544266892,0
corp_2004561,0.06231989070137216,0
corp_2012282,0.06811322445072321,0
corp_2008464,0.060545203136303405,0
corp_2014450,0.06435451484294803,0
corp_2015464,0.07207181361285595,0
corp_2007817,0.07073307814929411,0
corp_2016213,0.41326551034421466,1
corp_2004258,0.3890152203438852,0
corp_2004837,0.06398948441984188,0
corp_2007505,0.0623974725631044,0
corp_2004377,0.06394878279529413,0
corp_2006135,0.4142047834631015,1
corp_2018712,0.07281616205548176,0
corp_2011848,0.07737771267266054,0
corp_2002161,0.06774463203059934,0
corp_2011279,0.06820538197691989,0
corp_2017961,0.380977757134329,0
corp_2001219,0.06622102849995973,0
corp_2019870,0.3901997458918745,0
corp_2015458,0.0684186523891888,0
corp_2000584,0.4242544489384172,1
corp_2009816,0.06918351291622955,0
corp_2008228,0.07563544746897434,0
corp_2008622,0.06974193757609347,0
corp_2004924,0.06474246738970332,0
corp_2006943,0.06996678661681696,0
corp_2005438,0.07810597003604161,0
corp_2001179,0.40388261502666245,1
corp_2015585,0.07828257139537698,0
corp_2019782,0.0710516641672849,0
corp_2001533,0.3859841107344437,0
corp_2000835,0.46424673112689324,1
corp_2003689,0.4164353518644695,1
corp_2002395,0.41071824190336836,1
corp_2015913,0.06999944871790893,0
corp_2001877,0.8634062893220109,1
corp_2017741,0.3941592541290016,0
corp_2000536,0.06202257446701119,0
corp_2000163,0.06404307218018072,0
corp_2009368,0.18030254683010322,0
corp_2003178,0.07194694015540204,0
corp_2007193,0.8597609557736805,1
corp_2006285,0.06375235508903782,0
corp_2010665,0.16890384866436142,0
corp_2005417,0.663421139576103,1
corp_2001061,0.6609440634678194,1
corp_2009062,0.06933561238567959,0
corp_2007660,0.41481308794076255,1
corp_2011350,0.06957748168202975,0
corp_2008306,0.4000442613684178,1
corp_2018442,0.06872218816752769,0
corp_2006062,0.6660098029064906,1
corp_2003598,0.07028989542789629,0
corp_2017555,0.0697139577185257,0
corp_2013852,0.06697461540435085,0
corp_2015532,0.4086952254424398,1
corp_2019199,0.3738850188797965,0
corp_2013026,0.40624475650664116,1
corp_2017704,0.06488107064986526,0
corp_2014427,0.07666743195038894,0
corp_2002169,0.4045020239110014,1
corp_2011217,0.07208556478898485,0
corp_2012419,0.07252850594065323,0
corp_2019505,0.6417654790782077,1
corp_2002327,0.06506640894519088,0
corp_2009081,0.07171143261509709,0
corp_2005970,0.07469099918244086,0
corp_2003806,0.4237176340216264,1
corp_2001557,0.06764177868029254,0
corp_2010672,0.06933335454903297,0
corp_2017158,0.06558648737083886,0
corp_2006761,0.6767970699764122,1
corp_2012268,0.0680040768191208,0
corp_2013961,0.357849539384239,0
corp_2012924,0.07436600213821172,0
corp_2006341,0.06769053368569207,0
corp_2001923,0.0832254297435425,0
corp_2019418,0.06808511570518967,0
corp_2015172,0.3953886927476408,0
corp_2001249,0.07049220290678092,0
corp_2006451,0.06683118925734,0
corp_2011665,0.6592061351915788,1
corp_2009404,0.4034638809931007,1
corp_2006600,0.43736025679397267,1
corp_2011149,0.07710637485612289,0
corp_2009373,0.07337150689640709,0
corp_2004159,0.40329365096592834,1
corp_2009329,0.3756795941596808,0
corp_2004931,0.43133786926695483,1
corp_2006509,0.07053915469102243,0
corp_2016462,0.06678482370768285,0
corp_2012796,0.6696845982728689,1
corp_2000526,0.07101508704222041,0
corp_2011651,0.39027047937208104,0
corp_2014882,0.6520540196295408,1
corp_2012495,0.40741354225271503,1
corp_2017597,0.07257396291819468,0
corp_2012249,0.07535694760417594,0
corp_2015200,0.06870524694641852,0
corp_2005100,0.39168992210895365,0
corp_2003402,0.3838005654646368,0
corp_2016220,0.06761744309424897,0
corp_2018537,0.6175754289765827,1
corp_2006695,0.6807947256607999,1
corp_2010555,0.06631699729200495,0
corp_2008590,0.063096597105694,0
corp_2007231,0.07061214758721317,0
corp_2003463,0.058725279741636716,0
corp_2002848,0.1786346301335995,0
corp_2007811,0.0616912384543537,0
corp_2002249,0.06632768934261944,0
corp_2017502,0.06816619254334107,0
corp_2012510,0.40162981890784555,1
corp_2007555,0.06666074314484734,0
corp_2012073,0.07181567993324485,0
corp_2001218,0.4091913283733354,1
corp_2018166,0.06888121863206315,0
corp_2009433,0.06928601765272863,0
corp_2010506,0.42481754462925425,1
corp_2005910,0.0544740333325547,0
corp_2007590,0.1720971455024685,0
corp_2009226,0.07396882097869405,0
corp_2007561,0.6876510988214526,1
corp_2012915,0.40396288139940384,1
corp_2015182,0.06847387621731484,0
corp_2019171,0.06776042390029033,0
corp_2017719,0.07317154421222476,0
corp_2002849,0.36824933247775665,0
corp_2015854,0.07307665486316862,0
corp_2001811,0.40998039144497134,1
corp_2013218,0.0715829471167385,0
corp_2007633,0.07142039588373723,0
corp_2003852,0.3085504565510327,0
corp_2002769,0.0651019679602039,0
corp_2010682,0.07976998550070272,0
corp_2018056,0.3869587444377746,0
corp_2007498,0.06207942976804203,0
corp_2003599,0.07192127667614781,0
corp_2008838,0.6852594989329257,1
corp_2018821,0.39976365634605376,1
corp_2003424,0.0657049365334066,0
corp_2009992,0.06563253076467547,0
corp_2017295,0.3772656746238894,0
corp_2002794,0.06954367747931717,0
corp_2013599,0.3908074873636175,0
corp_2004092,0.06679972520623242,0
corp_2002772,0.06413340055627788,0
corp_2016374,0.06912383879243689,0
corp_2001628,0.07026197956713688,0
corp_2015648,0.06679653368987709,0
corp_2017590,0.06537855966278837,0
corp_2005339,0.05958164937404994,0
corp_2004672,0.0645692161782321,0
corp_2003667,0.17952441084341633,0
corp_2001453,0.05855387335341432,0
corp_2009006,0.06595398632078747,0
corp_2012626,0.06177511416752176,0
corp_2002899,0.35365106874935215,0
corp_2008298,0.06736557668880484,0
corp_2009583,0.6439904303299032,1
corp_2008954,0.06640057400252354,0
corp_2000046,0.07475447607032723,0
corp_2004083,0.6576658483170766,1
corp_2004255,0.3724334194433912,0
corp_2005514,0.07215430470105444,0
corp_2007484,0.07165373252451605,0
corp_2007694,0.0743157864593145,0
corp_2003197,0.07314595097799163,0
corp_2013999,0.18963964130624955,0
corp_2000220,0.06561012394520079,0
corp_2001580,0.07433548110717661,0
corp_2003979,0.06868212511437173,0
corp_2006254,0.4155224974319145,1
corp_2006545,0.06269061696006631,0
corp_2019560,0.06644542077031126,0
corp_2005444,0.07164009096613716,0
corp_2015194,0.39901255087761794,0
corp_2006595,0.05024622022012263,0
corp_2005370,0.375340324367094,0
corp_2012608,0.6501074592856146,1
corp_2005456,0.41433634973270556,1
corp_2018205,0.39948791419814195,0
corp_2012679,0.047533497572935735,0
corp_2010588,0.06781664909697044,0
corp_2016344,0.39097682694732644,0
corp_2002124,0.07482257798812982,0
corp_2014993,0.06000706522325884,0
corp_2013062,0.07036169736141377,0
corp_2016430,0.06991065431090054,0
corp_2012414,0.40421456064585015,1
corp_2008479,0.06452138303882025,0
corp_2005611,0.3906011704422784,0
corp_2015060,0.05998144829335211,0
corp_2018538,0.17280162313126465,0
corp_2003456,0.0692895439681416,0
corp_2011170,0.0658666723242954,0
corp_2004013,0.42275102187818775,1
corp_2000944,0.07280072214927104,0
corp_2016345,0.07636253285193029,0
corp_2011494,0.06594600433997205,0
corp_2017164,0.40611914286018136,1
corp_2017033,0.06636525699800125,0
corp_2008939,0.06447720442571835,0
corp_2003258,0.06848566558512212,0
corp_2019407,0.06976299132140937,0
corp_2004741,0.06775711749972686,0
corp_2016472,0.08577080189116132,0
corp_2013819,0.6651177940716115,1
corp_2008427,0.07019384454643612,0
corp_2004992,0.41106969452840003,1
corp_2000385,0.06105321741130435,0
corp_2007823,0.4168299416969717,1
corp_2005891,0.0740878844864461,0
corp_2016301,0.069836198365968,0
corp_2000383,0.39177150388253074,0
corp_2002626,0.06922892253680782,0
corp_2009186,0.06932058413629458,0
corp_2018397,0.0813039226985724,0
corp_2013874,0.0643812505742585,0
corp_2017527,0.38750145663522567,0
corp_2015489,0.06571244688391586,0
corp_2013483,0.40828874000090404,1
corp_2012180,0.0636354780442308,0
corp_2004878,0.073365000809773,0
corp_2002568,0.06964543910485783,0
corp_2015862,0.06811547396309685,0
corp_2016955,0.40379144799345673,1
corp_2018596,0.40069292258787215,1
corp_2009491,0.6963444423346627,1
corp_2011114,0.0645272295819537,0
corp_2014362,0.07469035506034778,0
corp_2006961,0.06714734758387797,0
corp_2002887,0.05940603363886746,0
corp_2000238,0.06522272571107778,0
corp_2001211,0.8653339899628842,1
corp_2007821,0.40043830587803864,1
corp_2017445,0.06910466375752886,0
corp_2014834,0.06857267834457888,0
corp_2007723,0.06935293994273362,0
corp_2010342,0.07600142255472617,0
corp_2011384,0.4005456428930545,1
corp_2012182,0.4153967931034847,1
corp_2011295,0.41860975749816626,1
corp_2003357,0.07501561318978309,0
corp_2018511,0.8603276776120042,1
corp_2016591,0.06455629472880088,0
corp_2004319,0.4054707154971721,1
corp_2009868,0.1880894627403077,0
corp_2006102,0.0630925091767736,0
corp_2016826,0.06944221468823854,0
corp_2019857,0.07018047085595937,0
corp_2004309,0.06687578530456796,0
corp_2014591,0.3968186410846125,0
corp_2005470,0.07083416865795875,0
corp_2000872,0.06919023201443962,0
corp_2001716,0.07331508772325832,0
corp_2001455,0.07159189408621525,0
corp_2001962,0.07019706304235218,0
corp_2000748,0.39879184596338574,0
corp_2017371,0.06981485675272037,0
corp_2010985,0.06965109686098787,0
corp_2012105,0.07139193654011197,0
corp_2010193,0.06929228928587683,0
corp_2013980,0.18542327609072937,0
corp_2019881,0.4068071145936997,1
corp_2012342,0.6490691758982995,1
corp_2013387,0.04820833478010883,0
corp_2004795,0.06738116379062112,0
corp_2015239,0.8721444736954109,1
corp_2007627,0.07380909988602044,0
corp_2016280,0.0686819302791325,0
corp_2019014,0.18275553955446483,0
corp_2019903,0.6633480439852019,1
corp_2017356,0.07518489546950079,0
corp_2016071,0.07433232048946174,0
corp_2011603,0.07048020890517097,0
corp_2016728,0.06378576490907888,0
corp_2017621,0.0681294297689306,0
corp_2011928,0.39103069717452066,0
corp_2005045,0.06993329125410927,0
corp_2012192,0.06912145010169611,0
corp_2013477,0.06918722284348237,0
corp_2015566,0.3933051982765875,0
corp_2005408,0.0672825280460707,0
corp_2006492,0.3934856367274318,0
corp_2017061,0.0711764270445661,0
corp_2011313,0.06622467666278188,0
corp_2016811,0.06888221010934249,0
corp_2018383,0.0656958299364294,0
corp_2003477,0.3612277203341713,0
corp_2018699,0.4047530541334946,1
corp_2011806,0.6529427955020539,1
corp_2016840,0.35878384167482225,0
corp_2002132,0.06071849322454178,0
corp_2001443,0.0467990323708418,0
corp_2003245,0.06634320243970183,0
corp_2007638,0.3829258481905828,0
corp_2018173,0.06863249589252035,0
corp_2019966,0.06464017375589981,0
corp_2007763,0.6530171267156083,1
corp_2014518,0.06861865850074368,0
corp_2005401,0.06771446581032259,0
corp_2017206,0.06352553351428067,0
corp_2010838,0.16626251104818385,0
corp_2012185,0.3956570024809258,0
corp_2016889,0.3912084163699397,0
corp_2006522,0.38693095511340886,0
corp_2000053,0.39884029156462525,0
corp_2004577,0.39320116749108713,0
corp_2011211,0.3905087785353383,0
corp_2004456,0.4012351768992829,1
corp_2011804,0.06444177499489163,0
corp_2009084,0.07303792339570943,0
corp_2004546,0.07540914807652979,0
corp_2014171,0.846883533637151,1
corp_2003583,0.07117643014109507,0
corp_2018879,0.0752412712280854,0
corp_2008958,0.07032378464703759,0
corp_2009858,0.062401637109679324,0
corp_2019363,0.06162166856448923,0
corp_2019359,0.07183977365351321,0
corp_2009666,0.07149872792237648,0
corp_2002619,0.0696547834730986,0
corp_2013900,0.07404007336211287,0
corp_2001758,0.6882907681569768,1
corp_2017179,0.05650252078644965,0
corp_2006503,0.06815804874119823,0
corp_2001477,0.41411753873639445,1
corp_2013899,0.3878830677634317,0
corp_2006649,0.07254300683985578,0
corp_2012006,0.07342491232756367,0
corp_2009656,0.3913345169199606,0
corp_2017091,0.4353253651099081,1
corp_2003889,0.4067709417401323,1
corp_2015572,0.06537562136442501,0
corp_2008414,0.07067766193492267,0
corp_2014946,0.3999974634495793,1
corp_2014043,0.07000187991110222,0
corp_2010396,0.67005895946629,1
corp_2001715,0.0700466778086728,0
corp_2014191,0.07544119107091152,0
corp_2015377,0.0746277387204154,0
corp_2015679,0.07283261676558885,0
corp_2007826,0.07164261715530158,0
corp_2006100,0.06951939402329001,0
corp_2014900,0.0636139280641301,0
corp_2006375,0.0661306579413459,0
corp_2010836,0.8615839079038048,1
corp_2013675,0.0628367664640105,0
corp_2011701,0.07185009910807012,0
corp_2013790,0.06518203175155506,0
corp_2015527,0.06999959077327385,0
corp_2007389,0.07315162541610555,0
corp_2008403,0.3834943595951136,0
corp_2008463,0.07686806988057418,0
corp_2004386,0.6449953818927158,1
corp_2000400,0.06723261951420721,0
corp_2007118,0.07438363843032308,0
corp_2011308,0.3977808757155719,0
corp_2002817,0.40207612202319554,1
corp_2009848,0.06747081703897057,0
corp_2015915,0.06804972620649252,0
corp_2005263,0.07328153353989453,0
corp_2015374,0.39414304217445295,0
corp_2000031,0.6543195618999162,1
corp_2011753,0.06485631258593341,0
corp_2010450,0.07243832298834998,0
corp_2008046,0.06735060420568333,0
corp_2004447,0.3864602369814755,0
corp_2004296,0.06335141150598925,0
corp_2016086,0.06531677395167619,0
corp_2009924,0.06540590366624861,0
corp_2007430,0.06433796679101904,0
corp_2012820,0.19267192323185037,0
corp_2018766,0.06647598773402787,0
corp_2012338,0.6468835436196855,1
corp_2015367,0.4155699591373447,1
corp_2014693,0.6626914209351547,1
corp_2009578,0.065449446201498,0
corp_2010086,0.664144962702976,1
corp_2008527,0.06967040558005938,0
corp_2006875,0.06599305689474218,0
corp_2019658,0.16852342544351465,0
corp_2015848,0.061703015242676,0
corp_2012971,0.07421002009547739,0
corp_2007716,0.06590970367843942,0
corp_2011689,0.41837613391175515,1
corp_2002586,0.08043436181535184,0
corp_2013889,0.6637237142721338,1
corp_2014103,0.4066411083957534,1
corp_2013578,0.06879109707541808,0
corp_2002471,0.40348700221721884,1
corp_2007188,0.07028086917320985,0
corp_2004457,0.06838847014357104,0
corp_2011540,0.07266835788858575,0
corp_2015945,0.07088043692784711,0
corp_2001379,0.06268550600001536,0
corp_2015631,0.3827985400566843,0
corp_2002485,0.06941583773079102,0
corp_2018871,0.07229865925359583,0
corp_2011339,0.17001639168025265,0
corp_2016713,0.06391341688683858,0
corp_2013928,0.3672004458349459,0
corp_2000007,0.3974794370651547,0
corp_2011196,0.07457991545987418,0
corp_2011452,0.40704669797681053,1
corp_2016649,0.07503588539631201,0
corp_2014128,0.3977724576253654,0
corp_2016711,0.06550630327966984,0
corp_2014859,0.0662050399590265,0
corp_2001945,0.06276047334822604,0
corp_2011558,0.0693120529994075,0
corp_2019056,0.6889519154358639,1
corp_2006168,0.1862579777026618,0
corp_2001893,0.0646600310782181,0
corp_2011484,0.38568977197288273,0
corp_2016006,0.06836913821462844,0
corp_2017267,0.4115693662526968,1
corp_2005232,0.6639104944274113,1
corp_2007016,0.3677778451906114,0
corp_2014131,0.06317409258380804,0
corp_2003124,0.06749110175650287,0
corp_2001486,0.39910307171585657,0
corp_2006587,0.0691962464436275,0
corp_2014469,0.6736445238596603,1
corp_2001970,0.3747242631871883,0
corp_2004814,0.16596679153793742,0
corp_2018326,0.07149457027969526,0
corp_2002219,0.07042482238356068,0
corp_2017249,0.07239572599246154,0
corp_2005816,0.39627946725787366,0
corp_2016673,0.07122623068549458,0
corp_2012697,0.0687651388124641,0
corp_2001493,0.0657587781538299,0
corp_2004237,0.06327132118950632,0
corp_2017486,0.06863339754738783,0
corp_2018777,0.8452614971185592,1
corp_2017339,0.059481438869051904,0
corp_2009115,0.39781648919368745,0
corp_2018035,0.8643902078498598,1
corp_2017945,0.06415847467840168,0
corp_2015404,0.3817549103608583,0
corp_2015846,0.07206871131100681,0
corp_2007699,0.06910655980451647,0
corp_2010322,0.3865637469601917,0
corp_2004164,0.3934165849133822,0
corp_2009979,0.057902215527366435,0
corp_2007026,0.8611951255831805,1
corp_2019863,0.41445316279217004,1
corp_2006789,0.0676453073418818,0
corp_2000058,0.07889419057976843,0
corp_2001478,0.6752941570272962,1
corp_2013727,0.067179862541198,0
corp_2016416,0.07026852657040794,0
corp_2004425,0.6508759176178213,1
corp_2002223,0.4166556914015493,1
corp_2015337,0.44099352040842454,1
corp_2002857,0.07332138705618492,0
corp_2016598,0.06988820203673128,0
corp_2013603,0.4206114807975813,1
corp_2006290,0.0665643235592037,0
corp_2013813,0.07327277999080568,0
corp_2004187,0.0691129370541723,0
corp_2010869,0.07094933065375685,0
corp_2018724,0.40334433330791414,1
corp_2013919,0.4138191740243437,1
corp_2002760,0.06262148521455593,0
corp_2011582,0.07789406243747848,0
corp_2005351,0.36990601851490396,0
corp_2012742,0.39556626532224537,0
corp_2010808,0.6676567520742457,1
corp_2019287,0.06531304544501625,0
corp_2009301,0.0685514753204413,0
corp_2017367,0.06566013069646462,0
corp_2005246,0.07423752249594748,0
corp_2016163,0.07441799873870474,0
corp_2014085,0.068803145665322,0
corp_2010008,0.41685692652115836,1
corp_2006733,0.06823447430800708,0
corp_2009884,0.06568789327114151,0
corp_2011624,0.07600804518283688,0
corp_2013952,0.07253954899328559,0
corp_2009239,0.06698729979698372,0
